video_path,fine_label,binary_label,best_frame_path,temporal_score,spatial_score
./input_old/0_real/04361___013KuMd9M8M.8_0.mp4,Real,Real,pre_output_old/train_img_list/04361___013KuMd9M8M.8_0.jpg,0.008631743490695953,
./input_old/1_fake/aigc/0952.mp4,AIGC,Fake,pre_output_old/train_img_list/0952.jpg,0.999536395072937,
./input_old/0_real/03096___54NC2nbDqqM.7_2.mp4,Real,Real,pre_output_old/train_img_list/03096___54NC2nbDqqM.7_2.jpg,0.010007617063820362,
./input_old/0_real/05463___A_rO1AWrB1U.14_0.mp4,Real,Real,pre_output_old/train_img_list/05463___A_rO1AWrB1U.14_0.jpg,0.01939588040113449,
./input_old/1_fake/deepfake/id38_id37_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id38_id37_0000.jpg,0.9962056875228882,
./input_old/0_real/04999___BBiwoRtdGDM.13_4.mp4,Real,Real,pre_output_old/train_img_list/04999___BBiwoRtdGDM.13_4.jpg,0.00021172038395889103,
./input_old/0_real/04337___2xlAatZot88.1_1.mp4,Real,Real,pre_output_old/train_img_list/04337___2xlAatZot88.1_1.jpg,0.017605924978852272,
./input_old/0_real/01571___54pJi6NvglM.12_0.mp4,Real,Real,pre_output_old/train_img_list/01571___54pJi6NvglM.12_0.jpg,4.8619858716847375e-05,
./input_old/0_real/00148___1rJaBOw6qSk.10_1.mp4,Real,Real,pre_output_old/train_img_list/00148___1rJaBOw6qSk.10_1.jpg,0.009031612426042557,
./input_old/1_fake/deepfake/id23_id22_0007.mp4,Deepfake,Fake,pre_output_old/train_img_list/id23_id22_0007.jpg,0.9991142153739929,
./input_old/0_real/02001___-jvwVJMF7o0.0_0.mp4,Real,Real,pre_output_old/train_img_list/02001___-jvwVJMF7o0.0_0.jpg,0.027750810608267784,
./input_old/0_real/06141___8hviqUXQsGs.34_0.mp4,Real,Real,pre_output_old/train_img_list/06141___8hviqUXQsGs.34_0.jpg,0.03182275593280792,
./input_old/1_fake/deepfake/id23_id0_0003.mp4,Deepfake,Fake,pre_output_old/train_img_list/id23_id0_0003.jpg,0.9986695051193237,
./input_old/0_real/06134___7LEeWeL0sNg.17_0.mp4,Real,Real,pre_output_old/train_img_list/06134___7LEeWeL0sNg.17_0.jpg,0.006441162899136543,
./input_old/1_fake/deepfake/id35_id26_0002.mp4,Deepfake,Fake,pre_output_old/train_img_list/id35_id26_0002.jpg,0.9987799525260925,
./input_old/1_fake/deepfake/id26_id22_0005.mp4,Deepfake,Fake,pre_output_old/train_img_list/id26_id22_0005.jpg,0.9959182143211365,
./input_old/1_fake/aigc/1127.mp4,AIGC,Fake,pre_output_old/train_img_list/1127.jpg,0.9991340041160583,
./input_old/0_real/02064___40b9g2U1__Y.16_0.mp4,Real,Real,pre_output_old/train_img_list/02064___40b9g2U1__Y.16_0.jpg,0.0020915830973535776,
./input_old/1_fake/deepfake/id25_id19_0010.mp4,Deepfake,Fake,pre_output_old/train_img_list/id25_id19_0010.jpg,0.9993910789489746,
./input_old/1_fake/deepfake/id35_id30_0008.mp4,Deepfake,Fake,pre_output_old/train_img_list/id35_id30_0008.jpg,0.985484778881073,
./input_old/1_fake/deepfake/id0_id23_0005.mp4,Deepfake,Fake,pre_output_old/train_img_list/id0_id23_0005.jpg,0.9653294682502747,
./input_old/0_real/01533___1T5KOtow1WU.0_2.mp4,Real,Real,pre_output_old/train_img_list/01533___1T5KOtow1WU.0_2.jpg,0.0003060256422031671,
./input_old/0_real/03860___4wzcufAkxTs.0_0.mp4,Real,Real,pre_output_old/train_img_list/03860___4wzcufAkxTs.0_0.jpg,0.2864813208580017,
./input_old/1_fake/deepfake/id26_id23_0002.mp4,Deepfake,Fake,pre_output_old/train_img_list/id26_id23_0002.jpg,0.9993316531181335,
./input_old/1_fake/deepfake/id30_id31_0004.mp4,Deepfake,Fake,pre_output_old/train_img_list/id30_id31_0004.jpg,0.9989412426948547,
./input_old/0_real/03669___4WFBKstXymo.16_0.mp4,Real,Real,pre_output_old/train_img_list/03669___4WFBKstXymo.16_0.jpg,0.00033860059920698404,
./input_old/0_real/05442___7XOMkCCl-TE.19_0.mp4,Real,Real,pre_output_old/train_img_list/05442___7XOMkCCl-TE.19_0.jpg,0.06959801912307739,
./input_old/0_real/05130___Ai9vu71fUW4.0_0.mp4,Real,Real,pre_output_old/train_img_list/05130___Ai9vu71fUW4.0_0.jpg,0.11348111927509308,
./input_old/0_real/05411___7iJDuMzv4jA.18_0.mp4,Real,Real,pre_output_old/train_img_list/05411___7iJDuMzv4jA.18_0.jpg,0.4160934388637543,
./input_old/0_real/02371___-6ns4RLmRi4.16_2.mp4,Real,Real,pre_output_old/train_img_list/02371___-6ns4RLmRi4.16_2.jpg,0.023630354553461075,
./input_old/1_fake/deepfake/id40_id42_0008.mp4,Deepfake,Fake,pre_output_old/train_img_list/id40_id42_0008.jpg,0.9465322494506836,
./input_old/1_fake/deepfake/id28_id22_0004.mp4,Deepfake,Fake,pre_output_old/train_img_list/id28_id22_0004.jpg,0.997686505317688,
./input_old/1_fake/deepfake/id23_id35_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id23_id35_0000.jpg,0.999729573726654,
./input_old/1_fake/aigc/1405.mp4,AIGC,Fake,pre_output_old/train_img_list/1405.jpg,0.8214843273162842,
./input_old/0_real/00910___2-bt_q9tRwY.2_0.mp4,Real,Real,pre_output_old/train_img_list/00910___2-bt_q9tRwY.2_0.jpg,0.03037012740969658,
./input_old/0_real/00287___1rUymuP0_dI.3_2.mp4,Real,Real,pre_output_old/train_img_list/00287___1rUymuP0_dI.3_2.jpg,0.0008125780150294304,
./input_old/0_real/05526___64tmt6g6GqA.5_0.mp4,Real,Real,pre_output_old/train_img_list/05526___64tmt6g6GqA.5_0.jpg,0.004857062362134457,
./input_old/1_fake/deepfake/id26_id28_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id26_id28_0000.jpg,0.9814175963401794,
./input_old/1_fake/deepfake/id21_id1_0007.mp4,Deepfake,Fake,pre_output_old/train_img_list/id21_id1_0007.jpg,0.9840296506881714,
./input_old/0_real/03556___0TSV6cnBYjs.2_0.mp4,Real,Real,pre_output_old/train_img_list/03556___0TSV6cnBYjs.2_0.jpg,0.020927278324961662,
./input_old/1_fake/deepfake/id32_id30_0004.mp4,Deepfake,Fake,pre_output_old/train_img_list/id32_id30_0004.jpg,0.9995033740997314,
./input_old/1_fake/deepfake/id38_id29_0009.mp4,Deepfake,Fake,pre_output_old/train_img_list/id38_id29_0009.jpg,0.9833468198776245,
./input_old/1_fake/deepfake/id20_id29_0006.mp4,Deepfake,Fake,pre_output_old/train_img_list/id20_id29_0006.jpg,0.9950382113456726,
./input_old/0_real/04154___44H2_zaW0sM.4_2.mp4,Real,Real,pre_output_old/train_img_list/04154___44H2_zaW0sM.4_2.jpg,0.027832351624965668,
./input_old/1_fake/deepfake/id0_id17_0003.mp4,Deepfake,Fake,pre_output_old/train_img_list/id0_id17_0003.jpg,0.980692446231842,
./input_old/1_fake/aigc/0551.mp4,AIGC,Fake,pre_output_old/train_img_list/0551.jpg,0.9919335246086121,
./input_old/0_real/00752___5Boi9E-ysPQ.10_0.mp4,Real,Real,pre_output_old/train_img_list/00752___5Boi9E-ysPQ.10_0.jpg,0.01724604330956936,
./input_old/0_real/03765___3xjfNhZwBb8.0_1.mp4,Real,Real,pre_output_old/train_img_list/03765___3xjfNhZwBb8.0_1.jpg,0.08392015099525452,
./input_old/0_real/02316___3JNymqcDuf8.11_0.mp4,Real,Real,pre_output_old/train_img_list/02316___3JNymqcDuf8.11_0.jpg,0.019828161224722862,
./input_old/0_real/06060___BAb2MHJuj9w.20_0.mp4,Real,Real,pre_output_old/train_img_list/06060___BAb2MHJuj9w.20_0.jpg,4.8616755520924926e-05,
./input_old/0_real/05033___6RYbdgK5j9k.11_6.mp4,Real,Real,pre_output_old/train_img_list/05033___6RYbdgK5j9k.11_6.jpg,0.00020119553664699197,
./input_old/0_real/02154___0B6ALNOOIUo.15_3.mp4,Real,Real,pre_output_old/train_img_list/02154___0B6ALNOOIUo.15_3.jpg,1.542487916594837e-05,
./input_old/0_real/03182___5IGBP5msPGI.16_0.mp4,Real,Real,pre_output_old/train_img_list/03182___5IGBP5msPGI.16_0.jpg,0.010978059843182564,
./input_old/1_fake/deepfake/id32_id29_0007.mp4,Deepfake,Fake,pre_output_old/train_img_list/id32_id29_0007.jpg,0.9995143413543701,
./input_old/0_real/01982___4fjjqvpcioY.1_0.mp4,Real,Real,pre_output_old/train_img_list/01982___4fjjqvpcioY.1_0.jpg,8.630338925286196e-06,
./input_old/0_real/05800___5rRt35FpCNU.5_0.mp4,Real,Real,pre_output_old/train_img_list/05800___5rRt35FpCNU.5_0.jpg,0.20092037320137024,
./input_old/1_fake/aigc/1161.mp4,AIGC,Fake,pre_output_old/train_img_list/1161.jpg,0.9322360754013062,
./input_old/0_real/04482___1wZpJUPdXug.16_1.mp4,Real,Real,pre_output_old/train_img_list/04482___1wZpJUPdXug.16_1.jpg,0.008906390517950058,
./input_old/0_real/04910___6DfJ97dhDN4.2_0.mp4,Real,Real,pre_output_old/train_img_list/04910___6DfJ97dhDN4.2_0.jpg,0.0029996363446116447,
./input_old/0_real/00748___3Gz_StmTMnQ.102_0.mp4,Real,Real,pre_output_old/train_img_list/00748___3Gz_StmTMnQ.102_0.jpg,0.0380006767809391,
./input_old/0_real/02077___326BsyrYBHw.18_0.mp4,Real,Real,pre_output_old/train_img_list/02077___326BsyrYBHw.18_0.jpg,0.002116929739713669,
./input_old/0_real/00973___4U-RmPY-xFU.2_7.mp4,Real,Real,pre_output_old/train_img_list/00973___4U-RmPY-xFU.2_7.jpg,0.040043458342552185,
./input_old/1_fake/deepfake/id37_id31_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id37_id31_0000.jpg,0.9899141788482666,
./input_old/0_real/03376___2W0qBgVGZOU.28_0.mp4,Real,Real,pre_output_old/train_img_list/03376___2W0qBgVGZOU.28_0.jpg,0.004095595329999924,
./input_old/1_fake/deepfake/id0_id3_0005.mp4,Deepfake,Fake,pre_output_old/train_img_list/id0_id3_0005.jpg,0.9918823838233948,
./input_old/0_real/05775___AWHfIdTCBWM.2_1.mp4,Real,Real,pre_output_old/train_img_list/05775___AWHfIdTCBWM.2_1.jpg,0.09247957170009613,
./input_old/1_fake/deepfake/id41_id40_0003.mp4,Deepfake,Fake,pre_output_old/train_img_list/id41_id40_0003.jpg,0.9985085129737854,
./input_old/0_real/03068___38qhviO3QMc.83_2.mp4,Real,Real,pre_output_old/train_img_list/03068___38qhviO3QMc.83_2.jpg,0.18998458981513977,
./input_old/1_fake/aigc/1150.mp4,AIGC,Fake,pre_output_old/train_img_list/1150.jpg,0.9898101091384888,
./input_old/0_real/00998___4y_PtJK5HT0.26_1.mp4,Real,Real,pre_output_old/train_img_list/00998___4y_PtJK5HT0.26_1.jpg,0.0010374938137829304,
./input_old/0_real/03172___3s6yh4uzRJs.10_0.mp4,Real,Real,pre_output_old/train_img_list/03172___3s6yh4uzRJs.10_0.jpg,0.0006240177899599075,
./input_old/0_real/04689___AcNMxIryu8c.8_1.mp4,Real,Real,pre_output_old/train_img_list/04689___AcNMxIryu8c.8_1.jpg,0.006463003344833851,
./input_old/1_fake/deepfake/id35_id17_0003.mp4,Deepfake,Fake,pre_output_old/train_img_list/id35_id17_0003.jpg,0.9994547963142395,
./input_old/1_fake/aigc/0441.mp4,AIGC,Fake,pre_output_old/train_img_list/0441.jpg,0.9883335828781128,
./input_old/0_real/01135___2EBGTVssMoA.5_0.mp4,Real,Real,pre_output_old/train_img_list/01135___2EBGTVssMoA.5_0.jpg,0.0005398868233896792,
./input_old/0_real/04821___AT6sqGtle-Q.1_0.mp4,Real,Real,pre_output_old/train_img_list/04821___AT6sqGtle-Q.1_0.jpg,0.006123390980064869,
./input_old/1_fake/deepfake/id44_id39_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id44_id39_0000.jpg,0.9955871105194092,
./input_old/1_fake/deepfake/id10_id7_0009.mp4,Deepfake,Fake,pre_output_old/train_img_list/id10_id7_0009.jpg,0.9784281849861145,
./input_old/1_fake/deepfake/id32_id35_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id32_id35_0000.jpg,0.999721348285675,
./input_old/1_fake/deepfake/id2_id28_0004.mp4,Deepfake,Fake,pre_output_old/train_img_list/id2_id28_0004.jpg,0.9938488602638245,
./input_old/0_real/02438___-q_lq-jdk_c.11_2.mp4,Real,Real,pre_output_old/train_img_list/02438___-q_lq-jdk_c.11_2.jpg,0.0007015497540123761,
./input_old/1_fake/aigc/0625.mp4,AIGC,Fake,pre_output_old/train_img_list/0625.jpg,0.9991482496261597,
./input_old/1_fake/deepfake/id35_id34_0004.mp4,Deepfake,Fake,pre_output_old/train_img_list/id35_id34_0004.jpg,0.9993537068367004,
./input_old/1_fake/aigc/1004.mp4,AIGC,Fake,pre_output_old/train_img_list/1004.jpg,0.9991820454597473,
./input_old/0_real/00034___3bS9KnzfOGw.4_1.mp4,Real,Real,pre_output_old/train_img_list/00034___3bS9KnzfOGw.4_1.jpg,0.02404940314590931,
./input_old/0_real/00995___0v9pwI9Lnuw.0_1.mp4,Real,Real,pre_output_old/train_img_list/00995___0v9pwI9Lnuw.0_1.jpg,0.004132566973567009,
./input_old/0_real/00983___1z3nwo1KCm0.1_0.mp4,Real,Real,pre_output_old/train_img_list/00983___1z3nwo1KCm0.1_0.jpg,0.013385643251240253,
./input_old/0_real/01847___-mQG2o2K1nE.11_4.mp4,Real,Real,pre_output_old/train_img_list/01847___-mQG2o2K1nE.11_4.jpg,0.14250965416431427,
./input_old/0_real/06095___5XiEQwfMojc.22_0.mp4,Real,Real,pre_output_old/train_img_list/06095___5XiEQwfMojc.22_0.jpg,0.005039309151470661,
./input_old/1_fake/deepfake/id28_id17_0002.mp4,Deepfake,Fake,pre_output_old/train_img_list/id28_id17_0002.jpg,0.9983445405960083,
./input_old/1_fake/aigc/0842.mp4,AIGC,Fake,pre_output_old/train_img_list/0842.jpg,0.7443844079971313,
./input_old/1_fake/deepfake/id26_id0_0004.mp4,Deepfake,Fake,pre_output_old/train_img_list/id26_id0_0004.jpg,0.9854690432548523,
./input_old/0_real/00622___1iKSsMZUtP4.3_2.mp4,Real,Real,pre_output_old/train_img_list/00622___1iKSsMZUtP4.3_2.jpg,0.04677516967058182,
./input_old/1_fake/deepfake/id16_id0_0009.mp4,Deepfake,Fake,pre_output_old/train_img_list/id16_id0_0009.jpg,0.9978811144828796,
./input_old/1_fake/deepfake/id37_id28_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id37_id28_0000.jpg,0.9924322366714478,
./input_old/1_fake/aigc/1024.mp4,AIGC,Fake,pre_output_old/train_img_list/1024.jpg,0.9223096966743469,
./input_old/1_fake/deepfake/id28_id1_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id28_id1_0000.jpg,0.9995961785316467,
./input_old/0_real/02062___4u8yDdkBA3A.13_2.mp4,Real,Real,pre_output_old/train_img_list/02062___4u8yDdkBA3A.13_2.jpg,0.0004912341828458011,
./input_old/1_fake/deepfake/id20_id16_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id20_id16_0000.jpg,0.9950587749481201,
./input_old/0_real/05964___AaK4rejCWP0.20_1.mp4,Real,Real,pre_output_old/train_img_list/05964___AaK4rejCWP0.20_1.jpg,0.00012112468539271504,
./input_old/1_fake/deepfake/id31_id1_0009.mp4,Deepfake,Fake,pre_output_old/train_img_list/id31_id1_0009.jpg,0.9997838139533997,
./input_old/1_fake/deepfake/id24_id25_0003.mp4,Deepfake,Fake,pre_output_old/train_img_list/id24_id25_0003.jpg,0.9966415166854858,
./input_old/0_real/01558___-t88MlldjCE.15_2.mp4,Real,Real,pre_output_old/train_img_list/01558___-t88MlldjCE.15_2.jpg,0.0007802830659784377,
./input_old/1_fake/deepfake/id31_id37_0003.mp4,Deepfake,Fake,pre_output_old/train_img_list/id31_id37_0003.jpg,0.9868887662887573,
./input_old/1_fake/deepfake/id28_id37_0007.mp4,Deepfake,Fake,pre_output_old/train_img_list/id28_id37_0007.jpg,0.9997242093086243,
./input_old/0_real/04718___73Yxl_7mm3w.10_4.mp4,Real,Real,pre_output_old/train_img_list/04718___73Yxl_7mm3w.10_4.jpg,0.008923209272325039,
./input_old/0_real/00432___3PWoEu0D7Ds.1_1.mp4,Real,Real,pre_output_old/train_img_list/00432___3PWoEu0D7Ds.1_1.jpg,0.0026337099261581898,
./input_old/0_real/04447___31LvAoDY83E.0_2.mp4,Real,Real,pre_output_old/train_img_list/04447___31LvAoDY83E.0_2.jpg,0.011911015026271343,
./input_old/0_real/05804___8LnxOYGxaPo.3_2.mp4,Real,Real,pre_output_old/train_img_list/05804___8LnxOYGxaPo.3_2.jpg,0.39801183342933655,
./input_old/0_real/00146___3Svx_ydJAP0.1_2.mp4,Real,Real,pre_output_old/train_img_list/00146___3Svx_ydJAP0.1_2.jpg,0.001752071431837976,
./input_old/0_real/04173___1UXRPVk8ccI.22_2.mp4,Real,Real,pre_output_old/train_img_list/04173___1UXRPVk8ccI.22_2.jpg,0.17140407860279083,
./input_old/1_fake/deepfake/id38_id20_0002.mp4,Deepfake,Fake,pre_output_old/train_img_list/id38_id20_0002.jpg,0.9998364448547363,
./input_old/1_fake/deepfake/id38_id26_0000.mp4,Deepfake,Fake,pre_output_old/train_img_list/id38_id26_0000.jpg,0.998970627784729,
./input_old/0_real/03665___1x-HXWNljuw.1_0.mp4,Real,Real,pre_output_old/train_img_list/03665___1x-HXWNljuw.1_0.jpg,0.002537609776481986,
./input_old/0_real/02926___2l0AgOH2Dck.2_2.mp4,Real,Real,pre_output_old/train_img_list/02926___2l0AgOH2Dck.2_2.jpg,0.5383684039115906,
./input_old/1_fake/aigc/1675.mp4,AIGC,Fake,pre_output_old/train_img_list/1675.jpg,0.1318208873271942,
./input_old/1_fake/aigc/1246.mp4,AIGC,Fake,pre_output_old/train_img_list/1246.jpg,0.9989839196205139,
./input_old/0_real/02351___-vqnXcSBnAA.2_0.mp4,Real,Real,pre_output_old/train_img_list/02351___-vqnXcSBnAA.2_0.jpg,5.946300007053651e-05,
./input_old/1_fake/deepfake/id42_id43_0001.mp4,Deepfake,Fake,pre_output_old/train_img_list/id42_id43_0001.jpg,0.9988985061645508,
./input_old/1_fake/deepfake/id2_id6_0003.mp4,Deepfake,Fake,pre_output_old/train_img_list/id2_id6_0003.jpg,0.9969610571861267,
./input_old/1_fake/deepfake/id2_id4_0001.mp4,Deepfake,Fake,pre_output_old/train_img_list/id2_id4_0001.jpg,0.9993935823440552,
./input_old/0_real/05716___7lkMl1HMrRc.24_1.mp4,Real,Real,pre_output_old/train_img_list/05716___7lkMl1HMrRc.24_1.jpg,0.08969971537590027,
./input_old/0_real/03990___0Ka6g_ytoQI.10_2.mp4,Real,Real,pre_output_old/train_img_list/03990___0Ka6g_ytoQI.10_2.jpg,0.6718204021453857,
./input_old/0_real/03133___3-gvYyZbSec.11_1.mp4,Real,Real,pre_output_old/train_img_list/03133___3-gvYyZbSec.11_1.jpg,0.0025389676447957754,
./input_old/1_fake/deepfake/id35_id32_0007.mp4,Deepfake,Fake,pre_output_old/train_img_list/id35_id32_0007.jpg,0.9995554089546204,
./input_old/0_real/02247___0aqlmlZi7jc.10_1.mp4,Real,Real,pre_output_old/train_img_list/02247___0aqlmlZi7jc.10_1.jpg,0.11619473248720169,
./input_old/0_real/03023___0lGfECFCMv4.14_0.mp4,Real,Real,pre_output_old/train_img_list/03023___0lGfECFCMv4.14_0.jpg,0.000950754911173135,
./input_old/0_real/04956___7ZSWSn2lE14.0_1.mp4,Real,Real,pre_output_old/train_img_list/04956___7ZSWSn2lE14.0_1.jpg,0.06883209943771362,
./input_old/0_real/00180___2vsBzaNlmUI.4_3.mp4,Real,Real,pre_output_old/train_img_list/00180___2vsBzaNlmUI.4_3.jpg,0.6471590995788574,
./input_old/0_real/04097___5AOCP6uoaqM.2_0.mp4,Real,Real,pre_output_old/train_img_list/04097___5AOCP6uoaqM.2_0.jpg,0.0023053621407598257,
./input_old/0_real/01603___4cu33utQTa4.10_0.mp4,Real,Real,pre_output_old/train_img_list/01603___4cu33utQTa4.10_0.jpg,0.0012104576453566551,
./input_old/0_real/06163___A2E41hR335E.0_0.mp4,Real,Real,pre_output_old/train_img_list/06163___A2E41hR335E.0_0.jpg,0.00845988281071186,
./input_old/0_real/02425___1-r41lGP19Y.12_0.mp4,Real,Real,pre_output_old/train_img_list/02425___1-r41lGP19Y.12_0.jpg,0.0001269648055313155,
./input_old/1_fake/deepfake/id10_id11_0002.mp4,Deepfake,Fake,pre_output_old/train_img_list/id10_id11_0002.jpg,0.99103844165802,
./input_old/0_real/03028___3XPcaYRoGEc.11_2.mp4,Real,Real,pre_output_old/train_img_list/03028___3XPcaYRoGEc.11_2.jpg,0.0006966152577660978,
./input_old/1_fake/aigc/0240.mp4,AIGC,Fake,pre_output_old/train_img_list/0240.jpg,0.9983128309249878,
./input_old/0_real/05482___BlLB5sYBOT0.5_1.mp4,Real,Real,pre_output_old/train_img_list/05482___BlLB5sYBOT0.5_1.jpg,0.002128239721059799,
./input_old/1_fake/deepfake/id16_id2_0004.mp4,Deepfake,Fake,pre_output_old/train_img_list/id16_id2_0004.jpg,0.9985074400901794,
./input_old/0_real/05497___Bk0BVH2Zp8s.6_0.mp4,Real,Real,pre_output_old/train_img_list/05497___Bk0BVH2Zp8s.6_0.jpg,0.03319966048002243,
./input_old/0_real/04174___0wtANYMyqP0.3_0.mp4,Real,Real,pre_output_old/train_img_list/04174___0wtANYMyqP0.3_0.jpg,0.0008871149620972574,
./input_old/0_real/05671___72ExShH5jss.12_2.mp4,Real,Real,pre_output_old/train_img_list/05671___72ExShH5jss.12_2.jpg,0.0024359363596886396,
./input_old/0_real/02736___5FWBj-yFg-I.5_0.mp4,Real,Real,pre_output_old/train_img_list/02736___5FWBj-yFg-I.5_0.jpg,0.0005420632660388947,
./input_old/1_fake/aigc/1070.mp4,AIGC,Fake,pre_output_old/train_img_list/1070.jpg,0.9488802552223206,
./input_old/0_real/04495___3WSA5vwagJc.15_0.mp4,Real,Real,pre_output_old/train_img_list/04495___3WSA5vwagJc.15_0.jpg,0.0038269697688519955,
./input_old/0_real/05115___A9JC98sJu2w.8_0.mp4,Real,Real,pre_output_old/train_img_list/05115___A9JC98sJu2w.8_0.jpg,0.0036050602793693542,
./input_old/1_fake/deepfake/id40_id43_0006.mp4,Deepfake,Fake,pre_output_old/train_img_list/id40_id43_0006.jpg,0.9910883903503418,
./input_old/1_fake/aigc/0269.mp4,AIGC,Fake,pre_output_old/train_img_list/0269.jpg,0.9997408986091614,
